STATE,year,type,race,sex,value
VT,2022,APPLICANTS,BLACK,FEMALE,
VT,2022,APPLICANTS,BLACK,MALE,
VT,2022,APPLICANTS,HISPANIC,FEMALE,
VT,2022,APPLICANTS,HISPANIC,MALE,
VT,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
VT,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,
VT,2022,APPLICANTS,TWOORMORERACES,FEMALE,
VT,2022,APPLICANTS,TWOORMORERACES,MALE,
VT,2022,APPLICANTS,WHITE,FEMALE,
VT,2022,APPLICANTS,WHITE,MALE,18
VT,2022,MEMBERS,AMERICANINDIAN,FEMALE,
VT,2022,MEMBERS,AMERICANINDIAN,MALE,
VT,2022,MEMBERS,ASIAN,FEMALE,
VT,2022,MEMBERS,ASIAN,MALE,
VT,2022,MEMBERS,BLACK,FEMALE,
VT,2022,MEMBERS,BLACK,MALE,5
VT,2022,MEMBERS,HISPANIC,FEMALE,
VT,2022,MEMBERS,HISPANIC,MALE,3
VT,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,
VT,2022,MEMBERS,NATIVEHAWAIIAN,MALE,
VT,2022,MEMBERS,TWOORMORERACES,FEMALE,
VT,2022,MEMBERS,TWOORMORERACES,MALE,
VT,2022,MEMBERS,WHITE,FEMALE,12
VT,2022,MEMBERS,WHITE,MALE,454
VT,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
VT,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
VT,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,
VT,2022,REFERRALAPPLICANTS,ASIAN,MALE,
VT,2022,REFERRALAPPLICANTS,BLACK,FEMALE,
VT,2022,REFERRALAPPLICANTS,BLACK,MALE,
VT,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,
VT,2022,REFERRALAPPLICANTS,HISPANIC,MALE,
VT,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
VT,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
VT,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
VT,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
VT,2022,REFERRALAPPLICANTS,WHITE,FEMALE,
VT,2022,REFERRALAPPLICANTS,WHITE,MALE,10
VT,2022,REFERRALS,AMERICANINDIAN,FEMALE,
VT,2022,REFERRALS,AMERICANINDIAN,MALE,
VT,2022,REFERRALS,ASIAN,FEMALE,
VT,2022,REFERRALS,ASIAN,MALE,
VT,2022,REFERRALS,BLACK,FEMALE,
VT,2022,REFERRALS,BLACK,MALE,
VT,2022,REFERRALS,HISPANIC,FEMALE,
VT,2022,REFERRALS,HISPANIC,MALE,
VT,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,
VT,2022,REFERRALS,NATIVEHAWAIIAN,MALE,
VT,2022,REFERRALS,TWOORMORERACES,FEMALE,
VT,2022,REFERRALS,TWOORMORERACES,MALE,
VT,2022,REFERRALS,WHITE,FEMALE,
VT,2022,REFERRALS,WHITE,MALE,10
VT,2022,REFERRED,AMERICANINDIAN,FEMALE,
VT,2022,REFERRED,AMERICANINDIAN,MALE,
VT,2022,REFERRED,ASIAN,FEMALE,
VT,2022,REFERRED,ASIAN,MALE,
VT,2022,REFERRED,BLACK,FEMALE,
VT,2022,REFERRED,BLACK,MALE,
VT,2022,REFERRED,HISPANIC,FEMALE,
VT,2022,REFERRED,HISPANIC,MALE,
VT,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,
VT,2022,REFERRED,NATIVEHAWAIIAN,MALE,
VT,2022,REFERRED,TWOORMORERACES,FEMALE,
VT,2022,REFERRED,TWOORMORERACES,MALE,
VT,2022,REFERRED,WHITE,FEMALE,
VT,2022,REFERRED,WHITE,MALE,11
WA,2022,APPLICANTS,AMERICANINDIAN,FEMALE,30
WA,2022,APPLICANTS,AMERICANINDIAN,MALE,151
WA,2022,APPLICANTS,ASIAN,FEMALE,28
WA,2022,APPLICANTS,ASIAN,MALE,147
WA,2022,APPLICANTS,BLACK,FEMALE,63
WA,2022,APPLICANTS,BLACK,MALE,432
WA,2022,APPLICANTS,HISPANIC,FEMALE,167
WA,2022,APPLICANTS,HISPANIC,MALE,1934
WA,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,13
WA,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,134
WA,2022,APPLICANTS,TWOORMORERACES,FEMALE,44
WA,2022,APPLICANTS,TWOORMORERACES,MALE,256
WA,2022,APPLICANTS,WHITE,FEMALE,347
WA,2022,APPLICANTS,WHITE,MALE,3534
WA,2022,MEMBERS,AMERICANINDIAN,FEMALE,145
WA,2022,MEMBERS,AMERICANINDIAN,MALE,1341
WA,2022,MEMBERS,ASIAN,FEMALE,136
WA,2022,MEMBERS,ASIAN,MALE,1177
WA,2022,MEMBERS,BLACK,FEMALE,333
WA,2022,MEMBERS,BLACK,MALE,2608
WA,2022,MEMBERS,HISPANIC,FEMALE,763
WA,2022,MEMBERS,HISPANIC,MALE,9598
WA,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,66
WA,2022,MEMBERS,NATIVEHAWAIIAN,MALE,753
WA,2022,MEMBERS,TWOORMORERACES,FEMALE,294
WA,2022,MEMBERS,TWOORMORERACES,MALE,1533
WA,2022,MEMBERS,WHITE,FEMALE,2530
WA,2022,MEMBERS,WHITE,MALE,40371
WA,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,56
WA,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,280
WA,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,7
WA,2022,REFERRALAPPLICANTS,ASIAN,MALE,142
WA,2022,REFERRALAPPLICANTS,BLACK,FEMALE,82
WA,2022,REFERRALAPPLICANTS,BLACK,MALE,396
WA,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,298
WA,2022,REFERRALAPPLICANTS,HISPANIC,MALE,1327
WA,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,13
WA,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,81
WA,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,55
WA,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,181
WA,2022,REFERRALAPPLICANTS,WHITE,FEMALE,304
WA,2022,REFERRALAPPLICANTS,WHITE,MALE,5690
WA,2022,REFERRALS,AMERICANINDIAN,FEMALE,63
WA,2022,REFERRALS,AMERICANINDIAN,MALE,329
WA,2022,REFERRALS,ASIAN,FEMALE,13
WA,2022,REFERRALS,ASIAN,MALE,170
WA,2022,REFERRALS,BLACK,FEMALE,107
WA,2022,REFERRALS,BLACK,MALE,619
WA,2022,REFERRALS,HISPANIC,FEMALE,190
WA,2022,REFERRALS,HISPANIC,MALE,1523
WA,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,17
WA,2022,REFERRALS,NATIVEHAWAIIAN,MALE,149
WA,2022,REFERRALS,TWOORMORERACES,FEMALE,58
WA,2022,REFERRALS,TWOORMORERACES,MALE,202
WA,2022,REFERRALS,WHITE,FEMALE,454
WA,2022,REFERRALS,WHITE,MALE,6832
WA,2022,REFERRED,AMERICANINDIAN,FEMALE,26
WA,2022,REFERRED,AMERICANINDIAN,MALE,156
WA,2022,REFERRED,ASIAN,FEMALE,20
WA,2022,REFERRED,ASIAN,MALE,157
WA,2022,REFERRED,BLACK,FEMALE,96
WA,2022,REFERRED,BLACK,MALE,515
WA,2022,REFERRED,HISPANIC,FEMALE,176
WA,2022,REFERRED,HISPANIC,MALE,1581
WA,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,11
WA,2022,REFERRED,NATIVEHAWAIIAN,MALE,88
WA,2022,REFERRED,TWOORMORERACES,FEMALE,59
WA,2022,REFERRED,TWOORMORERACES,MALE,210
WA,2022,REFERRED,WHITE,FEMALE,326
WA,2022,REFERRED,WHITE,MALE,4552
WI,2022,APPLICANTS,AMERICANINDIAN,FEMALE,4
WI,2022,APPLICANTS,AMERICANINDIAN,MALE,34
WI,2022,APPLICANTS,ASIAN,FEMALE,
WI,2022,APPLICANTS,ASIAN,MALE,14
WI,2022,APPLICANTS,BLACK,FEMALE,13
WI,2022,APPLICANTS,BLACK,MALE,185
WI,2022,APPLICANTS,HISPANIC,FEMALE,11
WI,2022,APPLICANTS,HISPANIC,MALE,331
WI,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
WI,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,8
WI,2022,APPLICANTS,TWOORMORERACES,FEMALE,3
WI,2022,APPLICANTS,TWOORMORERACES,MALE,31
WI,2022,APPLICANTS,WHITE,FEMALE,105
WI,2022,APPLICANTS,WHITE,MALE,2676
WI,2022,MEMBERS,AMERICANINDIAN,FEMALE,19
WI,2022,MEMBERS,AMERICANINDIAN,MALE,321
WI,2022,MEMBERS,ASIAN,FEMALE,5
WI,2022,MEMBERS,ASIAN,MALE,93
WI,2022,MEMBERS,BLACK,FEMALE,55
WI,2022,MEMBERS,BLACK,MALE,889
WI,2022,MEMBERS,HISPANIC,FEMALE,41
WI,2022,MEMBERS,HISPANIC,MALE,1725
WI,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,6
WI,2022,MEMBERS,NATIVEHAWAIIAN,MALE,51
WI,2022,MEMBERS,TWOORMORERACES,FEMALE,5
WI,2022,MEMBERS,TWOORMORERACES,MALE,54
WI,2022,MEMBERS,WHITE,FEMALE,820
WI,2022,MEMBERS,WHITE,MALE,34398
WI,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
WI,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,16
WI,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,
WI,2022,REFERRALAPPLICANTS,ASIAN,MALE,4
WI,2022,REFERRALAPPLICANTS,BLACK,FEMALE,9
WI,2022,REFERRALAPPLICANTS,BLACK,MALE,100
WI,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,7
WI,2022,REFERRALAPPLICANTS,HISPANIC,MALE,98
WI,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
WI,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,4
WI,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
WI,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,8
WI,2022,REFERRALAPPLICANTS,WHITE,FEMALE,52
WI,2022,REFERRALAPPLICANTS,WHITE,MALE,1207
WI,2022,REFERRALS,AMERICANINDIAN,FEMALE,
WI,2022,REFERRALS,AMERICANINDIAN,MALE,23
WI,2022,REFERRALS,ASIAN,FEMALE,
WI,2022,REFERRALS,ASIAN,MALE,5
WI,2022,REFERRALS,BLACK,FEMALE,6
WI,2022,REFERRALS,BLACK,MALE,57
WI,2022,REFERRALS,HISPANIC,FEMALE,10
WI,2022,REFERRALS,HISPANIC,MALE,67
WI,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,
WI,2022,REFERRALS,NATIVEHAWAIIAN,MALE,7
WI,2022,REFERRALS,TWOORMORERACES,FEMALE,
WI,2022,REFERRALS,TWOORMORERACES,MALE,16
WI,2022,REFERRALS,WHITE,FEMALE,54
WI,2022,REFERRALS,WHITE,MALE,1328
WI,2022,REFERRED,AMERICANINDIAN,FEMALE,
WI,2022,REFERRED,AMERICANINDIAN,MALE,21
WI,2022,REFERRED,ASIAN,FEMALE,
WI,2022,REFERRED,ASIAN,MALE,6
WI,2022,REFERRED,BLACK,FEMALE,9
WI,2022,REFERRED,BLACK,MALE,78
WI,2022,REFERRED,HISPANIC,FEMALE,7
WI,2022,REFERRED,HISPANIC,MALE,79
WI,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,
WI,2022,REFERRED,NATIVEHAWAIIAN,MALE,8
WI,2022,REFERRED,TWOORMORERACES,FEMALE,
WI,2022,REFERRED,TWOORMORERACES,MALE,16
WI,2022,REFERRED,WHITE,FEMALE,54
WI,2022,REFERRED,WHITE,MALE,1466
WV,2022,APPLICANTS,AMERICANINDIAN,FEMALE,
WV,2022,APPLICANTS,AMERICANINDIAN,MALE,6
WV,2022,APPLICANTS,ASIAN,FEMALE,5
WV,2022,APPLICANTS,ASIAN,MALE,5
WV,2022,APPLICANTS,BLACK,FEMALE,10
WV,2022,APPLICANTS,BLACK,MALE,13
WV,2022,APPLICANTS,HISPANIC,FEMALE,6
WV,2022,APPLICANTS,HISPANIC,MALE,31
WV,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
WV,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,3
WV,2022,APPLICANTS,TWOORMORERACES,FEMALE,
WV,2022,APPLICANTS,TWOORMORERACES,MALE,9
WV,2022,APPLICANTS,WHITE,FEMALE,54
WV,2022,APPLICANTS,WHITE,MALE,669
WV,2022,MEMBERS,AMERICANINDIAN,FEMALE,3
WV,2022,MEMBERS,AMERICANINDIAN,MALE,20
WV,2022,MEMBERS,ASIAN,FEMALE,
WV,2022,MEMBERS,ASIAN,MALE,11
WV,2022,MEMBERS,BLACK,FEMALE,9
WV,2022,MEMBERS,BLACK,MALE,201
WV,2022,MEMBERS,HISPANIC,FEMALE,34
WV,2022,MEMBERS,HISPANIC,MALE,332
WV,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,
WV,2022,MEMBERS,NATIVEHAWAIIAN,MALE,6
WV,2022,MEMBERS,TWOORMORERACES,FEMALE,19
WV,2022,MEMBERS,TWOORMORERACES,MALE,601
WV,2022,MEMBERS,WHITE,FEMALE,224
WV,2022,MEMBERS,WHITE,MALE,6919
WV,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
WV,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,3
WV,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,5
WV,2022,REFERRALAPPLICANTS,ASIAN,MALE,5
WV,2022,REFERRALAPPLICANTS,BLACK,FEMALE,6
WV,2022,REFERRALAPPLICANTS,BLACK,MALE,17
WV,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,12
WV,2022,REFERRALAPPLICANTS,HISPANIC,MALE,295
WV,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
WV,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,3
WV,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
WV,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,6
WV,2022,REFERRALAPPLICANTS,WHITE,FEMALE,57
WV,2022,REFERRALAPPLICANTS,WHITE,MALE,866
WV,2022,REFERRALS,AMERICANINDIAN,FEMALE,3
WV,2022,REFERRALS,AMERICANINDIAN,MALE,13
WV,2022,REFERRALS,ASIAN,FEMALE,5
WV,2022,REFERRALS,ASIAN,MALE,5
WV,2022,REFERRALS,BLACK,FEMALE,6
WV,2022,REFERRALS,BLACK,MALE,25
WV,2022,REFERRALS,HISPANIC,FEMALE,11
WV,2022,REFERRALS,HISPANIC,MALE,129
WV,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,
WV,2022,REFERRALS,NATIVEHAWAIIAN,MALE,3
WV,2022,REFERRALS,TWOORMORERACES,FEMALE,
WV,2022,REFERRALS,TWOORMORERACES,MALE,9
WV,2022,REFERRALS,WHITE,FEMALE,86
WV,2022,REFERRALS,WHITE,MALE,1511
WV,2022,REFERRED,AMERICANINDIAN,FEMALE,3
WV,2022,REFERRED,AMERICANINDIAN,MALE,13
WV,2022,REFERRED,ASIAN,FEMALE,5
WV,2022,REFERRED,ASIAN,MALE,5
WV,2022,REFERRED,BLACK,FEMALE,6
WV,2022,REFERRED,BLACK,MALE,50
WV,2022,REFERRED,HISPANIC,FEMALE,11
WV,2022,REFERRED,HISPANIC,MALE,56
WV,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,
WV,2022,REFERRED,NATIVEHAWAIIAN,MALE,3
WV,2022,REFERRED,TWOORMORERACES,FEMALE,
WV,2022,REFERRED,TWOORMORERACES,MALE,9
WV,2022,REFERRED,WHITE,FEMALE,88
WV,2022,REFERRED,WHITE,MALE,1415
WY,2022,APPLICANTS,AMERICANINDIAN,FEMALE,
WY,2022,APPLICANTS,AMERICANINDIAN,MALE,10
WY,2022,APPLICANTS,ASIAN,FEMALE,
WY,2022,APPLICANTS,ASIAN,MALE,
WY,2022,APPLICANTS,BLACK,FEMALE,
WY,2022,APPLICANTS,BLACK,MALE,18
WY,2022,APPLICANTS,HISPANIC,FEMALE,7
WY,2022,APPLICANTS,HISPANIC,MALE,94
WY,2022,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
WY,2022,APPLICANTS,NATIVEHAWAIIAN,MALE,
WY,2022,APPLICANTS,TWOORMORERACES,FEMALE,
WY,2022,APPLICANTS,TWOORMORERACES,MALE,
WY,2022,APPLICANTS,WHITE,FEMALE,36
WY,2022,APPLICANTS,WHITE,MALE,244
WY,2022,MEMBERS,AMERICANINDIAN,FEMALE,
WY,2022,MEMBERS,AMERICANINDIAN,MALE,12
WY,2022,MEMBERS,ASIAN,FEMALE,
WY,2022,MEMBERS,ASIAN,MALE,
WY,2022,MEMBERS,BLACK,FEMALE,
WY,2022,MEMBERS,BLACK,MALE,23
WY,2022,MEMBERS,HISPANIC,FEMALE,13
WY,2022,MEMBERS,HISPANIC,MALE,153
WY,2022,MEMBERS,NATIVEHAWAIIAN,FEMALE,
WY,2022,MEMBERS,NATIVEHAWAIIAN,MALE,
WY,2022,MEMBERS,TWOORMORERACES,FEMALE,
WY,2022,MEMBERS,TWOORMORERACES,MALE,
WY,2022,MEMBERS,WHITE,FEMALE,59
WY,2022,MEMBERS,WHITE,MALE,1007
WY,2022,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
WY,2022,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
WY,2022,REFERRALAPPLICANTS,ASIAN,FEMALE,
WY,2022,REFERRALAPPLICANTS,ASIAN,MALE,
WY,2022,REFERRALAPPLICANTS,BLACK,FEMALE,
WY,2022,REFERRALAPPLICANTS,BLACK,MALE,3
WY,2022,REFERRALAPPLICANTS,HISPANIC,FEMALE,
WY,2022,REFERRALAPPLICANTS,HISPANIC,MALE,15
WY,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
WY,2022,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
WY,2022,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
WY,2022,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
WY,2022,REFERRALAPPLICANTS,WHITE,FEMALE,5
WY,2022,REFERRALAPPLICANTS,WHITE,MALE,209
WY,2022,REFERRALS,AMERICANINDIAN,FEMALE,
WY,2022,REFERRALS,AMERICANINDIAN,MALE,
WY,2022,REFERRALS,ASIAN,FEMALE,
WY,2022,REFERRALS,ASIAN,MALE,
WY,2022,REFERRALS,BLACK,FEMALE,
WY,2022,REFERRALS,BLACK,MALE,3
WY,2022,REFERRALS,HISPANIC,FEMALE,
WY,2022,REFERRALS,HISPANIC,MALE,15
WY,2022,REFERRALS,NATIVEHAWAIIAN,FEMALE,
WY,2022,REFERRALS,NATIVEHAWAIIAN,MALE,
WY,2022,REFERRALS,TWOORMORERACES,FEMALE,
WY,2022,REFERRALS,TWOORMORERACES,MALE,
WY,2022,REFERRALS,WHITE,FEMALE,
WY,2022,REFERRALS,WHITE,MALE,71
WY,2022,REFERRED,AMERICANINDIAN,FEMALE,
WY,2022,REFERRED,AMERICANINDIAN,MALE,
WY,2022,REFERRED,ASIAN,FEMALE,
WY,2022,REFERRED,ASIAN,MALE,
WY,2022,REFERRED,BLACK,FEMALE,
WY,2022,REFERRED,BLACK,MALE,3
WY,2022,REFERRED,HISPANIC,FEMALE,
WY,2022,REFERRED,HISPANIC,MALE,10
WY,2022,REFERRED,NATIVEHAWAIIAN,FEMALE,
WY,2022,REFERRED,NATIVEHAWAIIAN,MALE,
WY,2022,REFERRED,TWOORMORERACES,FEMALE,
WY,2022,REFERRED,TWOORMORERACES,MALE,
WY,2022,REFERRED,WHITE,FEMALE,3
WY,2022,REFERRED,WHITE,MALE,48
US,2012,APPLICANTS,AMERICANINDIAN,FEMALE,254
US,2012,APPLICANTS,AMERICANINDIAN,MALE,1438
US,2012,APPLICANTS,ASIAN,FEMALE,587
US,2012,APPLICANTS,ASIAN,MALE,3968
US,2012,APPLICANTS,BLACK,FEMALE,1855
US,2012,APPLICANTS,BLACK,MALE,11616
US,2012,APPLICANTS,HISPANIC,FEMALE,1530
US,2012,APPLICANTS,HISPANIC,MALE,17485
US,2012,APPLICANTS,WHITE,FEMALE,4787
US,2012,APPLICANTS,WHITE,MALE,76400
US,2012,MEMBERS,AMERICANINDIAN,FEMALE,1334
US,2012,MEMBERS,AMERICANINDIAN,MALE,11417
US,2012,MEMBERS,ASIAN,FEMALE,5887
US,2012,MEMBERS,ASIAN,MALE,18166
US,2012,MEMBERS,BLACK,FEMALE,9844
US,2012,MEMBERS,BLACK,MALE,66738
US,2012,MEMBERS,HISPANIC,FEMALE,19976
US,2012,MEMBERS,HISPANIC,MALE,136421
US,2012,MEMBERS,WHITE,FEMALE,34675
US,2012,MEMBERS,WHITE,MALE,770665
US,2012,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,272
US,2012,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,2082
US,2012,REFERRALAPPLICANTS,ASIAN,FEMALE,117
US,2012,REFERRALAPPLICANTS,ASIAN,MALE,3148
US,2012,REFERRALAPPLICANTS,BLACK,FEMALE,1096
US,2012,REFERRALAPPLICANTS,BLACK,MALE,14727
US,2012,REFERRALAPPLICANTS,HISPANIC,FEMALE,724
US,2012,REFERRALAPPLICANTS,HISPANIC,MALE,15018
US,2012,REFERRALAPPLICANTS,WHITE,FEMALE,4569
US,2012,REFERRALAPPLICANTS,WHITE,MALE,103758
US,2012,REFERRALS,AMERICANINDIAN,FEMALE,271
US,2012,REFERRALS,AMERICANINDIAN,MALE,2381
US,2012,REFERRALS,ASIAN,FEMALE,168
US,2012,REFERRALS,ASIAN,MALE,1738
US,2012,REFERRALS,BLACK,FEMALE,3788
US,2012,REFERRALS,BLACK,MALE,65055
US,2012,REFERRALS,HISPANIC,FEMALE,1404
US,2012,REFERRALS,HISPANIC,MALE,33015
US,2012,REFERRALS,WHITE,FEMALE,6749
US,2012,REFERRALS,WHITE,MALE,122687
US,2012,REFERRED,AMERICANINDIAN,FEMALE,220
US,2012,REFERRED,AMERICANINDIAN,MALE,1555
US,2012,REFERRED,ASIAN,FEMALE,122
US,2012,REFERRED,ASIAN,MALE,1017
US,2012,REFERRED,BLACK,FEMALE,1227
US,2012,REFERRED,BLACK,MALE,24635
US,2012,REFERRED,HISPANIC,FEMALE,645
US,2012,REFERRED,HISPANIC,MALE,13956
US,2012,REFERRED,WHITE,FEMALE,4013
US,2012,REFERRED,WHITE,MALE,81531
US,2014,APPLICANTS,AMERICANINDIAN,FEMALE,135
US,2014,APPLICANTS,AMERICANINDIAN,MALE,857
US,2014,APPLICANTS,ASIAN,FEMALE,423
US,2014,APPLICANTS,ASIAN,MALE,1297
US,2014,APPLICANTS,BLACK,FEMALE,1439
US,2014,APPLICANTS,BLACK,MALE,9482
US,2014,APPLICANTS,HISPANIC,FEMALE,1881
US,2014,APPLICANTS,HISPANIC,MALE,15480
US,2014,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
US,2014,APPLICANTS,NATIVEHAWAIIAN,MALE,
US,2014,APPLICANTS,TWOORMORERACES,FEMALE,
US,2014,APPLICANTS,TWOORMORERACES,MALE,
US,2014,APPLICANTS,WHITE,FEMALE,3391
US,2014,APPLICANTS,WHITE,MALE,52496
US,2014,MEMBERS,AMERICANINDIAN,FEMALE,780
US,2014,MEMBERS,AMERICANINDIAN,MALE,6930
US,2014,MEMBERS,ASIAN,FEMALE,4823
US,2014,MEMBERS,ASIAN,MALE,11894
US,2014,MEMBERS,BLACK,FEMALE,7420
US,2014,MEMBERS,BLACK,MALE,50000
US,2014,MEMBERS,HISPANIC,FEMALE,20041
US,2014,MEMBERS,HISPANIC,MALE,116122
US,2014,MEMBERS,NATIVEHAWAIIAN,FEMALE,
US,2014,MEMBERS,NATIVEHAWAIIAN,MALE,24
US,2014,MEMBERS,TWOORMORERACES,FEMALE,
US,2014,MEMBERS,TWOORMORERACES,MALE,9
US,2014,MEMBERS,WHITE,FEMALE,22784
US,2014,MEMBERS,WHITE,MALE,568665
US,2014,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,189
US,2014,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,1095
US,2014,REFERRALAPPLICANTS,ASIAN,FEMALE,136
US,2014,REFERRALAPPLICANTS,ASIAN,MALE,884
US,2014,REFERRALAPPLICANTS,BLACK,FEMALE,905
US,2014,REFERRALAPPLICANTS,BLACK,MALE,8746
US,2014,REFERRALAPPLICANTS,HISPANIC,FEMALE,1164
US,2014,REFERRALAPPLICANTS,HISPANIC,MALE,14956
US,2014,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
US,2014,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
US,2014,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
US,2014,REFERRALAPPLICANTS,TWOORMORERACES,MALE,3
US,2014,REFERRALAPPLICANTS,WHITE,FEMALE,3038
US,2014,REFERRALAPPLICANTS,WHITE,MALE,69292
US,2014,REFERRALS,AMERICANINDIAN,FEMALE,184
US,2014,REFERRALS,AMERICANINDIAN,MALE,1348
US,2014,REFERRALS,ASIAN,FEMALE,141
US,2014,REFERRALS,ASIAN,MALE,945
US,2014,REFERRALS,BLACK,FEMALE,1479
US,2014,REFERRALS,BLACK,MALE,30365
US,2014,REFERRALS,HISPANIC,FEMALE,1024
US,2014,REFERRALS,HISPANIC,MALE,20905
US,2014,REFERRALS,NATIVEHAWAIIAN,FEMALE,
US,2014,REFERRALS,NATIVEHAWAIIAN,MALE,
US,2014,REFERRALS,TWOORMORERACES,FEMALE,
US,2014,REFERRALS,TWOORMORERACES,MALE,
US,2014,REFERRALS,WHITE,FEMALE,4230
US,2014,REFERRALS,WHITE,MALE,82256
US,2014,REFERRED,AMERICANINDIAN,FEMALE,152
US,2014,REFERRED,AMERICANINDIAN,MALE,1135
US,2014,REFERRED,ASIAN,FEMALE,90
US,2014,REFERRED,ASIAN,MALE,727
US,2014,REFERRED,BLACK,FEMALE,954
US,2014,REFERRED,BLACK,MALE,25115
US,2014,REFERRED,HISPANIC,FEMALE,515
US,2014,REFERRED,HISPANIC,MALE,12700
US,2014,REFERRED,NATIVEHAWAIIAN,FEMALE,
US,2014,REFERRED,NATIVEHAWAIIAN,MALE,
US,2014,REFERRED,TWOORMORERACES,FEMALE,
US,2014,REFERRED,TWOORMORERACES,MALE,
US,2014,REFERRED,WHITE,FEMALE,3074
US,2014,REFERRED,WHITE,MALE,67038
US,2016,APPLICANTS,AMERICANINDIAN,FEMALE,193
US,2016,APPLICANTS,AMERICANINDIAN,MALE,1111
US,2016,APPLICANTS,ASIAN,FEMALE,556
US,2016,APPLICANTS,ASIAN,MALE,4552
US,2016,APPLICANTS,BLACK,FEMALE,2039
US,2016,APPLICANTS,BLACK,MALE,13187
US,2016,APPLICANTS,HISPANIC,FEMALE,3077
US,2016,APPLICANTS,HISPANIC,MALE,27997
US,2016,APPLICANTS,NATIVEHAWAIIAN,FEMALE,71
US,2016,APPLICANTS,NATIVEHAWAIIAN,MALE,354
US,2016,APPLICANTS,TWOORMORERACES,FEMALE,132
US,2016,APPLICANTS,TWOORMORERACES,MALE,923
US,2016,APPLICANTS,WHITE,FEMALE,4927
